,caseID,eoff,acc,crash
11193,12,0.3,-3.8,1
11194,12,0.4,-3.8,1
11195,12,0.5,-3.8,1
11196,12,0.6,-3.8,1
11197,12,0.7,-3.8,1
11198,12,0.8,-3.8,1
11199,12,0.9,-3.8,1
11200,12,1,-3.8,1
11201,12,1.1,-3.8,1
11202,12,1.2,-3.8,1
11203,12,1.3,-3.8,1
11204,12,1.4,-3.8,1
11205,12,1.5,-3.8,1
11206,12,1.6,-3.8,1
11207,12,1.7,-3.8,1
11208,12,1.8,-3.8,1
11209,12,1.9,-3.8,1
11210,12,2,-3.8,1
11211,12,2.1,-3.8,1
11212,12,2.2,-3.8,1
11213,12,2.3,-3.8,1
11214,12,2.4,-3.8,1
11215,12,2.5,-3.8,1
11216,12,2.6,-3.8,1
11217,12,2.7,-3.8,1
11218,12,2.8,-3.8,1
11219,12,2.9,-3.8,1
11220,12,3,-3.8,1
11221,12,3.1,-3.8,1
11222,12,3.2,-3.8,1
11223,12,3.3,-3.8,1
11224,12,3.4,-3.8,1
11225,12,3.5,-3.8,1
11226,12,3.6,-3.8,1
11227,12,3.7,-3.8,1
11228,12,3.8,-3.8,1
11229,12,3.9,-3.8,1
11230,12,4,-3.8,1
11231,12,4.1,-3.8,1
11232,12,4.2,-3.8,1
11233,12,4.3,-3.8,1
11234,12,4.4,-3.8,1
11235,12,4.5,-3.8,1
11236,12,4.6,-3.8,1
11237,12,4.7,-3.8,1
11238,12,4.8,-3.8,1
11239,12,4.9,-3.8,1
11240,12,5,-3.8,1
11241,12,5.1,-3.8,1
11242,12,5.2,-3.8,1
11243,12,5.3,-3.8,1
11244,12,5.4,-3.8,1
11245,12,5.5,-3.8,1
11246,12,5.6,-3.8,1
11247,12,5.7,-3.8,1
11248,12,5.8,-3.8,1
11249,12,5.9,-3.8,1
11250,12,6,-3.8,1
11251,12,6.1,-3.8,1
11252,12,6.2,-3.8,1
11253,12,6.3,-3.8,1
11254,12,6.4,-3.8,1
11255,12,6.5,-3.8,1
11256,12,6.6,-3.8,1
11257,12,0,-4.3,0
11258,12,0.1,-4.3,0
11259,12,0.2,-4.3,0
11260,12,0.3,-4.3,0
11261,12,0.4,-4.3,1
11262,12,0.5,-4.3,1
11263,12,0.6,-4.3,1
11264,12,0.7,-4.3,1
11265,12,0.8,-4.3,1
11266,12,0.9,-4.3,1
11267,12,1,-4.3,1
11268,12,1.1,-4.3,1
11269,12,1.2,-4.3,1
11270,12,1.3,-4.3,1
11271,12,1.4,-4.3,1
11272,12,1.5,-4.3,1
11273,12,1.6,-4.3,1
11274,12,1.7,-4.3,1
11275,12,1.8,-4.3,1
11276,12,1.9,-4.3,1
11277,12,2,-4.3,1
11278,12,2.1,-4.3,1
11279,12,2.2,-4.3,1
11280,12,2.3,-4.3,1
11281,12,2.4,-4.3,1
11282,12,2.5,-4.3,1
11283,12,2.6,-4.3,1
11284,12,2.7,-4.3,1
11285,12,2.8,-4.3,1
11286,12,2.9,-4.3,1
11287,12,3,-4.3,1
11288,12,3.1,-4.3,1
11289,12,3.2,-4.3,1
11290,12,3.3,-4.3,1
11291,12,3.4,-4.3,1
11292,12,3.5,-4.3,1
11293,12,3.6,-4.3,1
11294,12,3.7,-4.3,1
11295,12,3.8,-4.3,1
11296,12,3.9,-4.3,1
11297,12,4,-4.3,1
11298,12,4.1,-4.3,1
11299,12,4.2,-4.3,1
11300,12,4.3,-4.3,1
11301,12,4.4,-4.3,1
11302,12,4.5,-4.3,1
11303,12,4.6,-4.3,1
11304,12,4.7,-4.3,1
11305,12,4.8,-4.3,1
11306,12,4.9,-4.3,1
11307,12,5,-4.3,1
11308,12,5.1,-4.3,1
11309,12,5.2,-4.3,1
11310,12,5.3,-4.3,1
11311,12,5.4,-4.3,1
11312,12,5.5,-4.3,1
11313,12,5.6,-4.3,1
11314,12,5.7,-4.3,1
11315,12,5.8,-4.3,1
11316,12,5.9,-4.3,1
11317,12,6,-4.3,1
11318,12,6.1,-4.3,1
11319,12,6.2,-4.3,1
11320,12,6.3,-4.3,1
11321,12,6.4,-4.3,1
11322,12,6.5,-4.3,1
11323,12,6.6,-4.3,1
11324,12,0,-4.8,0
11325,12,0.1,-4.8,0
11326,12,0.2,-4.8,0
11327,12,0.3,-4.8,0
11328,12,0.4,-4.8,1
11329,12,0.5,-4.8,1
11330,12,0.6,-4.8,1
11331,12,0.7,-4.8,1
11332,12,0.8,-4.8,1
11333,12,0.9,-4.8,1
11334,12,1,-4.8,1
11335,12,1.1,-4.8,1
11336,12,1.2,-4.8,1
11337,12,1.3,-4.8,1
11338,12,1.4,-4.8,1
11339,12,1.5,-4.8,1
11340,12,1.6,-4.8,1
11341,12,1.7,-4.8,1
11342,12,1.8,-4.8,1
11343,12,1.9,-4.8,1
11344,12,2,-4.8,1
11345,12,2.1,-4.8,1
11346,12,2.2,-4.8,1
11347,12,2.3,-4.8,1
11348,12,2.4,-4.8,1
11349,12,2.5,-4.8,1
11350,12,2.6,-4.8,1
11351,12,2.7,-4.8,1
11352,12,2.8,-4.8,1
11353,12,2.9,-4.8,1
11354,12,3,-4.8,1
11355,12,3.1,-4.8,1
11356,12,3.2,-4.8,1
11357,12,3.3,-4.8,1
11358,12,3.4,-4.8,1
11359,12,3.5,-4.8,1
11360,12,3.6,-4.8,1
11361,12,3.7,-4.8,1
11362,12,3.8,-4.8,1
11363,12,3.9,-4.8,1
11364,12,4,-4.8,1
11365,12,4.1,-4.8,1
11366,12,4.2,-4.8,1
11367,12,4.3,-4.8,1
11368,12,4.4,-4.8,1
11369,12,4.5,-4.8,1
11370,12,4.6,-4.8,1
11371,12,4.7,-4.8,1
11372,12,4.8,-4.8,1
11373,12,4.9,-4.8,1
11374,12,5,-4.8,1
11375,12,5.1,-4.8,1
11376,12,5.2,-4.8,1
11377,12,5.3,-4.8,1
11378,12,5.4,-4.8,1
11379,12,5.5,-4.8,1
11380,12,5.6,-4.8,1
11381,12,5.7,-4.8,1
11382,12,5.8,-4.8,1
11383,12,5.9,-4.8,1
11384,12,6,-4.8,1
11385,12,6.1,-4.8,1
11386,12,6.2,-4.8,1
11387,12,6.3,-4.8,1
11388,12,6.4,-4.8,1
11389,12,6.5,-4.8,1
11390,12,6.6,-4.8,1
11391,12,0,-5.3,0
11392,12,0.1,-5.3,0
11393,12,0.2,-5.3,0
11394,12,0.3,-5.3,0
11395,12,0.4,-5.3,0
11396,12,0.5,-5.3,1
11397,12,0.6,-5.3,1
11398,12,0.7,-5.3,1
11399,12,0.8,-5.3,1
11400,12,0.9,-5.3,1
11401,12,1,-5.3,1
11402,12,1.1,-5.3,1
11403,12,1.2,-5.3,1
11404,12,1.3,-5.3,1
11405,12,1.4,-5.3,1
11406,12,1.5,-5.3,1
11407,12,1.6,-5.3,1
11408,12,1.7,-5.3,1
11409,12,1.8,-5.3,1
11410,12,1.9,-5.3,1
11411,12,2,-5.3,1
11412,12,2.1,-5.3,1
11413,12,2.2,-5.3,1
11414,12,2.3,-5.3,1
11415,12,2.4,-5.3,1
11416,12,2.5,-5.3,1
11417,12,2.6,-5.3,1
11418,12,2.7,-5.3,1
11419,12,2.8,-5.3,1
11420,12,2.9,-5.3,1
11421,12,3,-5.3,1
11422,12,3.1,-5.3,1
11423,12,3.2,-5.3,1
11424,12,3.3,-5.3,1
11425,12,3.4,-5.3,1
11426,12,3.5,-5.3,1
11427,12,3.6,-5.3,1
11428,12,3.7,-5.3,1
11429,12,3.8,-5.3,1
11430,12,3.9,-5.3,1
11431,12,4,-5.3,1
11432,12,4.1,-5.3,1
11433,12,4.2,-5.3,1
11434,12,4.3,-5.3,1
11435,12,4.4,-5.3,1
11436,12,4.5,-5.3,1
11437,12,4.6,-5.3,1
11438,12,4.7,-5.3,1
11439,12,4.8,-5.3,1
11440,12,4.9,-5.3,1
11441,12,5,-5.3,1
11442,12,5.1,-5.3,1
11443,12,5.2,-5.3,1
11444,12,5.3,-5.3,1
11445,12,5.4,-5.3,1
11446,12,5.5,-5.3,1
11447,12,5.6,-5.3,1
11448,12,5.7,-5.3,1
11449,12,5.8,-5.3,1
11450,12,5.9,-5.3,1
11451,12,6,-5.3,1
11452,12,6.1,-5.3,1
11453,12,6.2,-5.3,1
11454,12,6.3,-5.3,1
11455,12,6.4,-5.3,1
11456,12,6.5,-5.3,1
11457,12,6.6,-5.3,1
11458,12,0,-5.8,0
11459,12,0.1,-5.8,0
11460,12,0.2,-5.8,0
11461,12,0.3,-5.8,0
11462,12,0.4,-5.8,0
11463,12,0.5,-5.8,1
11464,12,0.6,-5.8,1
11465,12,0.7,-5.8,1
11466,12,0.8,-5.8,1
11467,12,0.9,-5.8,1
11468,12,1,-5.8,1
11469,12,1.1,-5.8,1
11470,12,1.2,-5.8,1
11471,12,1.3,-5.8,1
11472,12,1.4,-5.8,1
11473,12,1.5,-5.8,1
11474,12,1.6,-5.8,1
11475,12,1.7,-5.8,1
11476,12,1.8,-5.8,1
11477,12,1.9,-5.8,1
11478,12,2,-5.8,1
11479,12,2.1,-5.8,1
11480,12,2.2,-5.8,1
11481,12,2.3,-5.8,1
11482,12,2.4,-5.8,1
11483,12,2.5,-5.8,1
11484,12,2.6,-5.8,1
11485,12,2.7,-5.8,1
11486,12,2.8,-5.8,1
11487,12,2.9,-5.8,1
11488,12,3,-5.8,1
11489,12,3.1,-5.8,1
11490,12,3.2,-5.8,1
11491,12,3.3,-5.8,1
11492,12,3.4,-5.8,1
11493,12,3.5,-5.8,1
11494,12,3.6,-5.8,1
11495,12,3.7,-5.8,1
11496,12,3.8,-5.8,1
11497,12,3.9,-5.8,1
11498,12,4,-5.8,1
11499,12,4.1,-5.8,1
11500,12,4.2,-5.8,1
11501,12,4.3,-5.8,1
11502,12,4.4,-5.8,1
11503,12,4.5,-5.8,1
11504,12,4.6,-5.8,1
11505,12,4.7,-5.8,1
11506,12,4.8,-5.8,1
11507,12,4.9,-5.8,1
11508,12,5,-5.8,1
11509,12,5.1,-5.8,1
11510,12,5.2,-5.8,1
11511,12,5.3,-5.8,1
11512,12,5.4,-5.8,1
11513,12,5.5,-5.8,1
11514,12,5.6,-5.8,1
11515,12,5.7,-5.8,1
11516,12,5.8,-5.8,1
11517,12,5.9,-5.8,1
11518,12,6,-5.8,1
11519,12,6.1,-5.8,1
11520,12,6.2,-5.8,1
11521,12,6.3,-5.8,1
11522,12,6.4,-5.8,1
11523,12,6.5,-5.8,1
11524,12,6.6,-5.8,1
11525,12,0,-6.3,0
11526,12,0.1,-6.3,0
11527,12,0.2,-6.3,0
11528,12,0.3,-6.3,0
11529,12,0.4,-6.3,0
11530,12,0.5,-6.3,1
11531,12,0.6,-6.3,1
11532,12,0.7,-6.3,1
11533,12,0.8,-6.3,1
11534,12,0.9,-6.3,1
11535,12,1,-6.3,1
11536,12,1.1,-6.3,1
11537,12,1.2,-6.3,1
11538,12,1.3,-6.3,1
11539,12,1.4,-6.3,1
11540,12,1.5,-6.3,1
11541,12,1.6,-6.3,1
11542,12,1.7,-6.3,1
11543,12,1.8,-6.3,1
11544,12,1.9,-6.3,1
11545,12,2,-6.3,1
11546,12,2.1,-6.3,1
11547,12,2.2,-6.3,1
11548,12,2.3,-6.3,1
11549,12,2.4,-6.3,1
11550,12,2.5,-6.3,1
11551,12,2.6,-6.3,1
11552,12,2.7,-6.3,1
11553,12,2.8,-6.3,1
11554,12,2.9,-6.3,1
11555,12,3,-6.3,1
11556,12,3.1,-6.3,1
11557,12,3.2,-6.3,1
11558,12,3.3,-6.3,1
11559,12,3.4,-6.3,1
11560,12,3.5,-6.3,1
11561,12,3.6,-6.3,1
11562,12,3.7,-6.3,1
11563,12,3.8,-6.3,1
11564,12,3.9,-6.3,1
11565,12,4,-6.3,1
11566,12,4.1,-6.3,1
11567,12,4.2,-6.3,1
11568,12,4.3,-6.3,1
11569,12,4.4,-6.3,1
11570,12,4.5,-6.3,1
11571,12,4.6,-6.3,1
11572,12,4.7,-6.3,1
11573,12,4.8,-6.3,1
11574,12,4.9,-6.3,1
11575,12,5,-6.3,1
11576,12,5.1,-6.3,1
11577,12,5.2,-6.3,1
11578,12,5.3,-6.3,1
11579,12,5.4,-6.3,1
11580,12,5.5,-6.3,1
11581,12,5.6,-6.3,1
11582,12,5.7,-6.3,1
11583,12,5.8,-6.3,1
11584,12,5.9,-6.3,1
11585,12,6,-6.3,1
11586,12,6.1,-6.3,1
11587,12,6.2,-6.3,1
11588,12,6.3,-6.3,1
11589,12,6.4,-6.3,1
11590,12,6.5,-6.3,1
11591,12,6.6,-6.3,1
11592,12,0,-6.8,0
11593,12,0.1,-6.8,0
11594,12,0.2,-6.8,0
11595,12,0.3,-6.8,0
11596,12,0.4,-6.8,0
11597,12,0.5,-6.8,1
11598,12,0.6,-6.8,1
11599,12,0.7,-6.8,1
11600,12,0.8,-6.8,1
11601,12,0.9,-6.8,1
11602,12,1,-6.8,1
11603,12,1.1,-6.8,1
11604,12,1.2,-6.8,1
11605,12,1.3,-6.8,1
11606,12,1.4,-6.8,1
11607,12,1.5,-6.8,1
11608,12,1.6,-6.8,1
11609,12,1.7,-6.8,1
11610,12,1.8,-6.8,1
11611,12,1.9,-6.8,1
11612,12,2,-6.8,1
11613,12,2.1,-6.8,1
11614,12,2.2,-6.8,1
11615,12,2.3,-6.8,1
11616,12,2.4,-6.8,1
11617,12,2.5,-6.8,1
11618,12,2.6,-6.8,1
11619,12,2.7,-6.8,1
11620,12,2.8,-6.8,1
11621,12,2.9,-6.8,1
11622,12,3,-6.8,1
11623,12,3.1,-6.8,1
11624,12,3.2,-6.8,1
11625,12,3.3,-6.8,1
11626,12,3.4,-6.8,1
11627,12,3.5,-6.8,1
11628,12,3.6,-6.8,1
11629,12,3.7,-6.8,1
11630,12,3.8,-6.8,1
11631,12,3.9,-6.8,1
11632,12,4,-6.8,1
11633,12,4.1,-6.8,1
11634,12,4.2,-6.8,1
11635,12,4.3,-6.8,1
11636,12,4.4,-6.8,1
11637,12,4.5,-6.8,1
11638,12,4.6,-6.8,1
11639,12,4.7,-6.8,1
11640,12,4.8,-6.8,1
11641,12,4.9,-6.8,1
11642,12,5,-6.8,1
11643,12,5.1,-6.8,1
11644,12,5.2,-6.8,1
11645,12,5.3,-6.8,1
11646,12,5.4,-6.8,1
11647,12,5.5,-6.8,1
11648,12,5.6,-6.8,1
11649,12,5.7,-6.8,1
11650,12,5.8,-6.8,1
11651,12,5.9,-6.8,1
11652,12,6,-6.8,1
11653,12,6.1,-6.8,1
11654,12,6.2,-6.8,1
11655,12,6.3,-6.8,1
11656,12,6.4,-6.8,1
11657,12,6.5,-6.8,1
11658,12,6.6,-6.8,1
11659,12,0,-7.3,0
11660,12,0.1,-7.3,0
11661,12,0.2,-7.3,0
11662,12,0.3,-7.3,0
11663,12,0.4,-7.3,0
11664,12,0.5,-7.3,1
11665,12,0.6,-7.3,1
11666,12,0.7,-7.3,1
11667,12,0.8,-7.3,1
11668,12,0.9,-7.3,1
11669,12,1,-7.3,1
11670,12,1.1,-7.3,1
11671,12,1.2,-7.3,1
11672,12,1.3,-7.3,1
11673,12,1.4,-7.3,1
11674,12,1.5,-7.3,1
11675,12,1.6,-7.3,1
11676,12,1.7,-7.3,1
11677,12,1.8,-7.3,1
11678,12,1.9,-7.3,1
11679,12,2,-7.3,1
11680,12,2.1,-7.3,1
11681,12,2.2,-7.3,1
11682,12,2.3,-7.3,1
11683,12,2.4,-7.3,1
11684,12,2.5,-7.3,1
11685,12,2.6,-7.3,1
11686,12,2.7,-7.3,1
11687,12,2.8,-7.3,1
11688,12,2.9,-7.3,1
11689,12,3,-7.3,1
11690,12,3.1,-7.3,1
11691,12,3.2,-7.3,1
11692,12,3.3,-7.3,1
11693,12,3.4,-7.3,1
11694,12,3.5,-7.3,1
11695,12,3.6,-7.3,1
11696,12,3.7,-7.3,1
11697,12,3.8,-7.3,1
11698,12,3.9,-7.3,1
11699,12,4,-7.3,1
11700,12,4.1,-7.3,1
11701,12,4.2,-7.3,1
11702,12,4.3,-7.3,1
11703,12,4.4,-7.3,1
11704,12,4.5,-7.3,1
11705,12,4.6,-7.3,1
11706,12,4.7,-7.3,1
11707,12,4.8,-7.3,1
11708,12,4.9,-7.3,1
11709,12,5,-7.3,1
11710,12,5.1,-7.3,1
11711,12,5.2,-7.3,1
11712,12,5.3,-7.3,1
11713,12,5.4,-7.3,1
11714,12,5.5,-7.3,1
11715,12,5.6,-7.3,1
11716,12,5.7,-7.3,1
11717,12,5.8,-7.3,1
11718,12,5.9,-7.3,1
11719,12,6,-7.3,1
11720,12,6.1,-7.3,1
11721,12,6.2,-7.3,1
11722,12,6.3,-7.3,1
11723,12,6.4,-7.3,1
11724,12,6.5,-7.3,1
11725,12,6.6,-7.3,1
11726,12,0,-7.8,0
11727,12,0.1,-7.8,0
11728,12,0.2,-7.8,0
11729,12,0.3,-7.8,0
11730,12,0.4,-7.8,0
11731,12,0.5,-7.8,1
11732,12,0.6,-7.8,1
11733,12,0.7,-7.8,1
11734,12,0.8,-7.8,1
11735,12,0.9,-7.8,1
11736,12,1,-7.8,1
11737,12,1.1,-7.8,1
11738,12,1.2,-7.8,1
11739,12,1.3,-7.8,1
11740,12,1.4,-7.8,1
11741,12,1.5,-7.8,1
11742,12,1.6,-7.8,1
11743,12,1.7,-7.8,1
11744,12,1.8,-7.8,1
11745,12,1.9,-7.8,1
11746,12,2,-7.8,1
11747,12,2.1,-7.8,1
11748,12,2.2,-7.8,1
11749,12,2.3,-7.8,1
11750,12,2.4,-7.8,1
11751,12,2.5,-7.8,1
11752,12,2.6,-7.8,1
11753,12,2.7,-7.8,1
11754,12,2.8,-7.8,1
11755,12,2.9,-7.8,1
11756,12,3,-7.8,1
11757,12,3.1,-7.8,1
11758,12,3.2,-7.8,1
11759,12,3.3,-7.8,1
11760,12,3.4,-7.8,1
11761,12,3.5,-7.8,1
11762,12,3.6,-7.8,1
11763,12,3.7,-7.8,1
11764,12,3.8,-7.8,1
11765,12,3.9,-7.8,1
11766,12,4,-7.8,1
11767,12,4.1,-7.8,1
11768,12,4.2,-7.8,1
11769,12,4.3,-7.8,1
11770,12,4.4,-7.8,1
11771,12,4.5,-7.8,1
11772,12,4.6,-7.8,1
11773,12,4.7,-7.8,1
11774,12,4.8,-7.8,1
11775,12,4.9,-7.8,1
11776,12,5,-7.8,1
11777,12,5.1,-7.8,1
11778,12,5.2,-7.8,1
11779,12,5.3,-7.8,1
11780,12,5.4,-7.8,1
11781,12,5.5,-7.8,1
11782,12,5.6,-7.8,1
11783,12,5.7,-7.8,1
11784,12,5.8,-7.8,1
11785,12,5.9,-7.8,1
11786,12,6,-7.8,1
11787,12,6.1,-7.8,1
11788,12,6.2,-7.8,1
11789,12,6.3,-7.8,1
11790,12,6.4,-7.8,1
11791,12,6.5,-7.8,1
11792,12,6.6,-7.8,1
11793,12,0,-8.3,0
11794,12,0.1,-8.3,0
11795,12,0.2,-8.3,0
11796,12,0.3,-8.3,0
11797,12,0.4,-8.3,0
11798,12,0.5,-8.3,1
11799,12,0.6,-8.3,1
11800,12,0.7,-8.3,1
11801,12,0.8,-8.3,1
11802,12,0.9,-8.3,1
11803,12,1,-8.3,1
11804,12,1.1,-8.3,1
11805,12,1.2,-8.3,1
11806,12,1.3,-8.3,1
11807,12,1.4,-8.3,1
11808,12,1.5,-8.3,1
11809,12,1.6,-8.3,1
11810,12,1.7,-8.3,1
11811,12,1.8,-8.3,1
11812,12,1.9,-8.3,1
11813,12,2,-8.3,1
11814,12,2.1,-8.3,1
11815,12,2.2,-8.3,1
11816,12,2.3,-8.3,1
11817,12,2.4,-8.3,1
11818,12,2.5,-8.3,1
11819,12,2.6,-8.3,1
11820,12,2.7,-8.3,1
11821,12,2.8,-8.3,1
11822,12,2.9,-8.3,1
11823,12,3,-8.3,1
11824,12,3.1,-8.3,1
11825,12,3.2,-8.3,1
11826,12,3.3,-8.3,1
11827,12,3.4,-8.3,1
11828,12,3.5,-8.3,1
11829,12,3.6,-8.3,1
11830,12,3.7,-8.3,1
11831,12,3.8,-8.3,1
11832,12,3.9,-8.3,1
11833,12,4,-8.3,1
11834,12,4.1,-8.3,1
11835,12,4.2,-8.3,1
11836,12,4.3,-8.3,1
11837,12,4.4,-8.3,1
11838,12,4.5,-8.3,1
11839,12,4.6,-8.3,1
11840,12,4.7,-8.3,1
11841,12,4.8,-8.3,1
11842,12,4.9,-8.3,1
11843,12,5,-8.3,1
11844,12,5.1,-8.3,1
11845,12,5.2,-8.3,1
11846,12,5.3,-8.3,1
11847,12,5.4,-8.3,1
11848,12,5.5,-8.3,1
11849,12,5.6,-8.3,1
11850,12,5.7,-8.3,1
11851,12,5.8,-8.3,1
11852,12,5.9,-8.3,1
11853,12,6,-8.3,1
11854,12,6.1,-8.3,1
11855,12,6.2,-8.3,1
11856,12,6.3,-8.3,1
11857,12,6.4,-8.3,1
11858,12,6.5,-8.3,1
11859,12,6.6,-8.3,1
11860,12,0,-8.8,0
11861,12,0.1,-8.8,0
11862,12,0.2,-8.8,0
11863,12,0.3,-8.8,0
11864,12,0.4,-8.8,0
11865,12,0.5,-8.8,1
11866,12,0.6,-8.8,1
11867,12,0.7,-8.8,1
11868,12,0.8,-8.8,1
11869,12,0.9,-8.8,1
11870,12,1,-8.8,1
11871,12,1.1,-8.8,1
11872,12,1.2,-8.8,1
11873,12,1.3,-8.8,1
11874,12,1.4,-8.8,1
11875,12,1.5,-8.8,1
11876,12,1.6,-8.8,1
11877,12,1.7,-8.8,1
11878,12,1.8,-8.8,1
11879,12,1.9,-8.8,1
11880,12,2,-8.8,1
11881,12,2.1,-8.8,1
11882,12,2.2,-8.8,1
11883,12,2.3,-8.8,1
11884,12,2.4,-8.8,1
11885,12,2.5,-8.8,1
11886,12,2.6,-8.8,1
11887,12,2.7,-8.8,1
11888,12,2.8,-8.8,1
11889,12,2.9,-8.8,1
11890,12,3,-8.8,1
11891,12,3.1,-8.8,1
11892,12,3.2,-8.8,1
11893,12,3.3,-8.8,1
11894,12,3.4,-8.8,1
11895,12,3.5,-8.8,1
11896,12,3.6,-8.8,1
11897,12,3.7,-8.8,1
11898,12,3.8,-8.8,1
11899,12,3.9,-8.8,1
11900,12,4,-8.8,1
11901,12,4.1,-8.8,1
11902,12,4.2,-8.8,1
11903,12,4.3,-8.8,1
11904,12,4.4,-8.8,1
11905,12,4.5,-8.8,1
11906,12,4.6,-8.8,1
11907,12,4.7,-8.8,1
11908,12,4.8,-8.8,1
11909,12,4.9,-8.8,1
11910,12,5,-8.8,1
11911,12,5.1,-8.8,1
11912,12,5.2,-8.8,1
11913,12,5.3,-8.8,1
11914,12,5.4,-8.8,1
11915,12,5.5,-8.8,1
11916,12,5.6,-8.8,1
11917,12,5.7,-8.8,1
11918,12,5.8,-8.8,1
11919,12,5.9,-8.8,1
11920,12,6,-8.8,1
11921,12,6.1,-8.8,1
11922,12,6.2,-8.8,1
11923,12,6.3,-8.8,1
11924,12,6.4,-8.8,1
11925,12,6.5,-8.8,1
11926,12,6.6,-8.8,1
11927,12,0,-9.3,0
11928,12,0.1,-9.3,0
11929,12,0.2,-9.3,0
11930,12,0.3,-9.3,0
11931,12,0.4,-9.3,0
11932,12,0.5,-9.3,1
11933,12,0.6,-9.3,1
11934,12,0.7,-9.3,1
11935,12,0.8,-9.3,1
11936,12,0.9,-9.3,1
11937,12,1,-9.3,1
11938,12,1.1,-9.3,1
11939,12,1.2,-9.3,1
11940,12,1.3,-9.3,1
11941,12,1.4,-9.3,1
11942,12,1.5,-9.3,1
11943,12,1.6,-9.3,1
11944,12,1.7,-9.3,1
11945,12,1.8,-9.3,1
11946,12,1.9,-9.3,1
11947,12,2,-9.3,1
11948,12,2.1,-9.3,1
11949,12,2.2,-9.3,1
11950,12,2.3,-9.3,1
11951,12,2.4,-9.3,1
11952,12,2.5,-9.3,1
11953,12,2.6,-9.3,1
11954,12,2.7,-9.3,1
11955,12,2.8,-9.3,1
11956,12,2.9,-9.3,1
11957,12,3,-9.3,1
11958,12,3.1,-9.3,1
11959,12,3.2,-9.3,1
11960,12,3.3,-9.3,1
11961,12,3.4,-9.3,1
11962,12,3.5,-9.3,1
11963,12,3.6,-9.3,1
11964,12,3.7,-9.3,1
11965,12,3.8,-9.3,1
11966,12,3.9,-9.3,1
11967,12,4,-9.3,1
11968,12,4.1,-9.3,1
11969,12,4.2,-9.3,1
11970,12,4.3,-9.3,1
11971,12,4.4,-9.3,1
11972,12,4.5,-9.3,1
11973,12,4.6,-9.3,1
11974,12,4.7,-9.3,1
11975,12,4.8,-9.3,1
11976,12,4.9,-9.3,1
11977,12,5,-9.3,1
11978,12,5.1,-9.3,1
11979,12,5.2,-9.3,1
11980,12,5.3,-9.3,1
11981,12,5.4,-9.3,1
11982,12,5.5,-9.3,1
11983,12,5.6,-9.3,1
11984,12,5.7,-9.3,1
11985,12,5.8,-9.3,1
11986,12,5.9,-9.3,1
11987,12,6,-9.3,1
11988,12,6.1,-9.3,1
11989,12,6.2,-9.3,1
11990,12,6.3,-9.3,1
11991,12,6.4,-9.3,1
11992,12,6.5,-9.3,1
11993,12,6.6,-9.3,1
11994,12,0,-9.8,0
11995,12,0.1,-9.8,0
11996,12,0.2,-9.8,0
11997,12,0.3,-9.8,0
11998,12,0.4,-9.8,0
11999,12,0.5,-9.8,1
12000,12,0.6,-9.8,1
12001,12,0.7,-9.8,1
12002,12,0.8,-9.8,1
12003,12,0.9,-9.8,1
12004,12,1,-9.8,1
12005,12,1.1,-9.8,1
12006,12,1.2,-9.8,1
12007,12,1.3,-9.8,1
12008,12,1.4,-9.8,1
12009,12,1.5,-9.8,1
12010,12,1.6,-9.8,1
12011,12,1.7,-9.8,1
12012,12,1.8,-9.8,1
12013,12,1.9,-9.8,1
12014,12,2,-9.8,1
12015,12,2.1,-9.8,1
12016,12,2.2,-9.8,1
12017,12,2.3,-9.8,1
12018,12,2.4,-9.8,1
12019,12,2.5,-9.8,1
12020,12,2.6,-9.8,1
12021,12,2.7,-9.8,1
12022,12,2.8,-9.8,1
12023,12,2.9,-9.8,1
12024,12,3,-9.8,1
12025,12,3.1,-9.8,1
12026,12,3.2,-9.8,1
12027,12,3.3,-9.8,1
12028,12,3.4,-9.8,1
12029,12,3.5,-9.8,1
12030,12,3.6,-9.8,1
12031,12,3.7,-9.8,1
12032,12,3.8,-9.8,1
12033,12,3.9,-9.8,1
12034,12,4,-9.8,1
12035,12,4.1,-9.8,1
12036,12,4.2,-9.8,1
12037,12,4.3,-9.8,1
12038,12,4.4,-9.8,1
12039,12,4.5,-9.8,1
12040,12,4.6,-9.8,1
12041,12,4.7,-9.8,1
12042,12,4.8,-9.8,1
12043,12,4.9,-9.8,1
12044,12,5,-9.8,1
12045,12,5.1,-9.8,1
12046,12,5.2,-9.8,1
12047,12,5.3,-9.8,1
12048,12,5.4,-9.8,1
12049,12,5.5,-9.8,1
12050,12,5.6,-9.8,1
12051,12,5.7,-9.8,1
12052,12,5.8,-9.8,1
12053,12,5.9,-9.8,1
12054,12,6,-9.8,1
12055,12,6.1,-9.8,1
12056,12,6.2,-9.8,1
12057,12,6.3,-9.8,1
12058,12,6.4,-9.8,1
12059,12,6.5,-9.8,1
12060,12,6.6,-9.8,1
12061,13,0,-10.3,0
12062,13,0.1,-10.3,0
12063,13,0.2,-10.3,0
12064,13,0.3,-10.3,0
12065,13,0.4,-10.3,0
12066,13,0.5,-10.3,0
12067,13,0.6,-10.3,0
12068,13,0.7,-10.3,0
12069,13,0.8,-10.3,0
12070,13,0.9,-10.3,1
12071,13,1,-10.3,1
12072,13,1.1,-10.3,1
12073,13,1.2,-10.3,1
12074,13,1.3,-10.3,1
12075,13,1.4,-10.3,1
12076,13,1.5,-10.3,1
12077,13,1.6,-10.3,1
